miner,deadline-partition,29+3 path,29+3 md5,8+2 path,8+2 md5
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-736288,a840e741cbf2ad17aae34c375019059a,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-736288,a840e741cbf2ad17aae34c375019059a
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-735968,0c4118e5e975a428617488bdd36be4b5,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-735968,0c4118e5e975a428617488bdd36be4b5
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-736500,dd069fe4f1003907aeb84a0fb46ce9af,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-736500,dd069fe4f1003907aeb84a0fb46ce9af
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-736713,3b49ab6c1296c2ccfec9e0ce65b8d87c,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-736713,3b49ab6c1296c2ccfec9e0ce65b8d87c
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-736899,a24b05c93872eedc3fa639f4411caad4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-736899,a24b05c93872eedc3fa639f4411caad4
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-737076,c5078fefc86909b07c236aa97f36fc1b,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-737076,c5078fefc86909b07c236aa97f36fc1b
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-737254,8154b41bef63e229a8fcb6ac32464b64,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-737254,8154b41bef63e229a8fcb6ac32464b64
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-737428,36f272b3dde34b38c139c64a5f153167,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-737428,36f272b3dde34b38c139c64a5f153167
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-738828,a1a7aec2e022c66b7b6178a95e95b9e7,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-738828,a1a7aec2e022c66b7b6178a95e95b9e7
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-737763,73a5bcd6228abbf0b07f1fbea3fe9247,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-737763,73a5bcd6228abbf0b07f1fbea3fe9247
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-737619,ac3c2cb5c9eab9b89a4e6a37307e480a,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-737619,ac3c2cb5c9eab9b89a4e6a37307e480a
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-738220,ce3e93661cfce459d7bd9083cb76548b,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-738220,ce3e93661cfce459d7bd9083cb76548b
f01479781,22-6,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-738068,ea14d060779ee9c65fe16669014c70f1,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1645762254/s-t01479781-738068,ea14d060779ee9c65fe16669014c70f1
