miner,deadline-partition,29+3 path,29+3 md5,8+2 path,8+2 md5
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-13709,c09f6d6cc4b5f1ca8016bebb8f409bb6,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-13709,c09f6d6cc4b5f1ca8016bebb8f409bb6
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-14161,705bb01dc49cce24adcd742d8f788112,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-14161,705bb01dc49cce24adcd742d8f788112
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-14035,6f1c20ae9accae9b7fde56129f0fac1f,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-14035,6f1c20ae9accae9b7fde56129f0fac1f
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-13879,ded61be924489c8fe0ebc7927db24ffd,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-13879,ded61be924489c8fe0ebc7927db24ffd
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-14289,c2f365af6fd00a58b1e9ddc94e2f85c4,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-14289,c2f365af6fd00a58b1e9ddc94e2f85c4
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-14932,611ceeb12ff7f74ca633c542a26c2042,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-14932,611ceeb12ff7f74ca633c542a26c2042
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-14608,fb8ab86b525d422c58d94d9612e5ecae,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-14608,fb8ab86b525d422c58d94d9612e5ecae
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-14531,cfa8e534cbc755acbb34cbb8ad74c081,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-14531,cfa8e534cbc755acbb34cbb8ad74c081
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-14400,ae90b950aaf2f5e34cd268bd26920205,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-14400,ae90b950aaf2f5e34cd268bd26920205
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-15024,54cd92d58e1a4e8be8a23ef8a106ad16,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-15024,54cd92d58e1a4e8be8a23ef8a106ad16
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-15166,0760b718eae721f01a6843f08bd6d062,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-15166,0760b718eae721f01a6843f08bd6d062
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-14886,b47945d31db60770fe642c6a43f94521,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-14886,b47945d31db60770fe642c6a43f94521
f01372912,6-0,/mnt/sealed/mainnet/storage/f01372912/0/sealed/s-t01372912-14978,6c48c9538533fde6fa3432c5830504cc,/mnt/sealed/mainnet/storage/f01372912/0/sealed/.snapshot/1646283925/s-t01372912-14978,6c48c9538533fde6fa3432c5830504cc
