miner,deadline-partition,29+3 path,29+3 md5,8+2 path,8+2 md5
f01479781,22-5,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-62834,6c267b15bf031b30d10650cdc821e55b,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-62834,6c267b15bf031b30d10650cdc821e55b
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-62656,23e37839fc7e0256ba040e78c1431765,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-62656,23e37839fc7e0256ba040e78c1431765
f01479781,23-5,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-63005,c73847c142b1143976ca7042b150a304,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-63005,c73847c142b1143976ca7042b150a304
f01479781,23-5,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-63377,e7efab8ff867bd7e68655b881ee30eca,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-63377,e7efab8ff867bd7e68655b881ee30eca
f01479781,23-5,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-63193,4644be36d530ff148b33b430d45dc9d4,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-63193,4644be36d530ff148b33b430d45dc9d4
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-63552,941d3affee0d3b276992425794f09576,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-63552,941d3affee0d3b276992425794f09576
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-63731,fcac4721a86c8283b91bc70bb4215ef1,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-63731,fcac4721a86c8283b91bc70bb4215ef1
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-63908,29cc5101945b9b8a52dcc77f94cc1928,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-63908,29cc5101945b9b8a52dcc77f94cc1928
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-64087,88c5db054d875e7cd9b87a31ea66dbb6,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-64087,88c5db054d875e7cd9b87a31ea66dbb6
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-64257,20f72b582230c3017188268af0c54719,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-64257,20f72b582230c3017188268af0c54719
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-64613,90385041835059fe7bfd3cf54ab96a92,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-64613,90385041835059fe7bfd3cf54ab96a92
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-65149,9c12905179b83d30aa53cfb81e52f3f3,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-65149,9c12905179b83d30aa53cfb81e52f3f3
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-64441,bee72953a7544cf3d45dbc6912e56479,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-64441,bee72953a7544cf3d45dbc6912e56479
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-64961,1a0269ccd1c4a70e949db77e911830ab,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-64961,1a0269ccd1c4a70e949db77e911830ab
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-65318,e9562d747b198e9172677fd268a87f64,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-65318,e9562d747b198e9172677fd268a87f64
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-64781,31ba32a267adaebb7e16c2a299e25f44,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-64781,31ba32a267adaebb7e16c2a299e25f44
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-66304,1ec32a875614b83043a7959b6ecee4d3,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-66304,1ec32a875614b83043a7959b6ecee4d3
f01479781,24-0,/mnt/sealed/mainnet/storage/f01479781/0/sealed/s-t01479781-65523,4bbd5ab07efeb125b98637d518628dca,/mnt/sealed/mainnet/storage/f01479781/0/sealed/.snapshot/1646024773/s-t01479781-65523,4bbd5ab07efeb125b98637d518628dca
