miner,deadline-partition,29+3 path,29+3 md5,8+2 path,8+2 md5
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-510949,dc5bf04bbf12a1b8610326c39f0bc8ef,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-510949,dc5bf04bbf12a1b8610326c39f0bc8ef
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-510949,dc5bf04bbf12a1b8610326c39f0bc8ef,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-510949,dc5bf04bbf12a1b8610326c39f0bc8ef
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-580115,9cfe4547fb6eb9d97b9bf69c33e56c72,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-580115,9cfe4547fb6eb9d97b9bf69c33e56c72
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-580115,9cfe4547fb6eb9d97b9bf69c33e56c72,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-580115,9cfe4547fb6eb9d97b9bf69c33e56c72
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-586160,12013eb4c0d2a5e2dd0f9d48aab04720,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-586160,12013eb4c0d2a5e2dd0f9d48aab04720
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-586160,12013eb4c0d2a5e2dd0f9d48aab04720,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-586160,12013eb4c0d2a5e2dd0f9d48aab04720
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-584667,1728479ac2f3a47aa9f2156b4f729a92,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-584667,1728479ac2f3a47aa9f2156b4f729a92
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-584667,1728479ac2f3a47aa9f2156b4f729a92,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-584667,1728479ac2f3a47aa9f2156b4f729a92
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-585409,5d44a27002cf351c16f45976a35c5015,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-585409,5d44a27002cf351c16f45976a35c5015
f01372912,10-5,/mnt/sealed/mainnet/storage/f01372912/1/sealed/s-t01372912-585409,5d44a27002cf351c16f45976a35c5015,/mnt/sealed/mainnet/storage/f01372912/1/sealed/.snapshot/1647504767/s-t01372912-585409,5d44a27002cf351c16f45976a35c5015
