miner,deadline-partition,29+3 path,29+3 md5,8+2 path,8+2 md5
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-503252,e0bf18dbc0afa57d0816326f604a5a82,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-503252,e0bf18dbc0afa57d0816326f604a5a82
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505487,ed5bca4a50f6574747e83ec5aa105454,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505487,ed5bca4a50f6574747e83ec5aa105454
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505540,007e2f08175a6a4bce07ff3ed5676f6a,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505540,007e2f08175a6a4bce07ff3ed5676f6a
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505610,7b74ede62f6aa3583a76f9e7a7c7471d,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505610,7b74ede62f6aa3583a76f9e7a7c7471d
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505581,169015534466d6a8dbc719c9270a71f7,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505581,169015534466d6a8dbc719c9270a71f7
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505649,8b536e8a6dcc4b5cf408df43c74554a0,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505649,8b536e8a6dcc4b5cf408df43c74554a0
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505685,598862be870a3c932a6b914d6bad23ea,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505685,598862be870a3c932a6b914d6bad23ea
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505755,59578138b3d314d8769a3417a32c2d56,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505755,59578138b3d314d8769a3417a32c2d56
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505723,b3144e8edc51e19c4a00f4047bfe6f9c,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505723,b3144e8edc51e19c4a00f4047bfe6f9c
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505899,e7c00154bfb9b94c8a6855ccfa2a6ac8,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505899,e7c00154bfb9b94c8a6855ccfa2a6ac8
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505837,9af1d075d796be4774d0568edaebcb66,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505837,9af1d075d796be4774d0568edaebcb66
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505797,2bd269d6677dbc49fd48d4a695459de1,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505797,2bd269d6677dbc49fd48d4a695459de1
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505864,7bbbf5fc7b51ec2cec3a1f11381e623b,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505864,7bbbf5fc7b51ec2cec3a1f11381e623b
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505978,5b20ff9cba37ccc02e4f513ea1abda47,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505978,5b20ff9cba37ccc02e4f513ea1abda47
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-506070,256e9027995058cc64ea3654485053bc,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-506070,256e9027995058cc64ea3654485053bc
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-506104,1479b5d783654b745bb110dac9ccf95a,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-506104,1479b5d783654b745bb110dac9ccf95a
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-506041,9e6b72835411df46df34575db0db2078,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-506041,9e6b72835411df46df34575db0db2078
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-506012,8868b9f523f8c39f999cbb8319f0574c,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-506012,8868b9f523f8c39f999cbb8319f0574c
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-505930,03febf4c224faedc01a20cf22bb344e0,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-505930,03febf4c224faedc01a20cf22bb344e0
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-506213,5f5eef91a449ce5b0ef8735c2f5ff751,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-506213,5f5eef91a449ce5b0ef8735c2f5ff751
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-506287,83777d9b7736b4fa838f3d6165e12ac7,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-506287,83777d9b7736b4fa838f3d6165e12ac7
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-506148,91093342a0d3f17c47c0bdbe49c23287,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-506148,91093342a0d3f17c47c0bdbe49c23287
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-506255,c8ad9b047723db3e7a4d645fddbbf38e,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-506255,c8ad9b047723db3e7a4d645fddbbf38e
f01479781,20-4,/mnt/sealed/mainnet/storage/f01479781/1/sealed/s-t01479781-506183,c636863b601b1e22a2cd143019b1ed30,/mnt/sealed/mainnet/storage/f01479781/1/sealed/.snapshot/1644993531/s-t01479781-506183,c636863b601b1e22a2cd143019b1ed30
